0,0
0.001,0
0.002,0
0.003,0
0.004,0
0.005,0
0.006,0
0.007,0
0.008,0
0.009,0
0.01,0
0.011,0
0.012,0
0.013,0
0.014,0
0.015,0
0.016,0
0.017,4.99999999999945e-05
0.018,0.000199999999999978
0.019,0.00129999999999997
0.02,0.00370000000000004
0.021,0.00585000000000002
0.022,0.00775000000000003
0.023,0.01015
0.024,0.01285
0.025,0.01555
0.026,0.01845
0.027,0.0214
0.028,0.02455
0.029,0.0276999999999999
0.03,0.031
0.031,0.03445
0.032,0.03795
0.033,0.0415
0.034,0.04515
0.035,0.0488499999999999
0.036,0.05265
0.037,0.05645
0.038,0.06035
0.039,0.0646
0.04,0.0687
0.041,0.07255
0.042,0.07675
0.043,0.0812
0.044,0.0856
0.045,0.09005
0.046,0.0946
0.047,0.09905
0.048,0.1035
0.049,0.10815
0.05,0.11285
0.051,0.1176
0.052,0.12225
0.053,0.1268
0.054,0.13155
0.055,0.1364
0.056,0.14135
0.057,0.1462
0.058,0.15105
0.059,0.15605
0.06,0.16095
0.061,0.16555
0.062,0.1704
0.063,0.1754
0.064,0.18035
0.065,0.18525
0.066,0.19025
0.067,0.19555
0.068,0.2007
0.069,0.2057
0.07,0.21065
0.071,0.21555
0.072,0.22035
0.073,0.22535
0.074,0.23065
0.075,0.23585
0.076,0.2409
0.077,0.24605
0.078,0.2514
0.079,0.25655
0.08,0.26145
0.081,0.2666
0.082,0.27195
0.083,0.2771
0.084,0.28225
0.085,0.28765
0.086,0.29305
0.087,0.2983
0.088,0.30375
0.089,0.30925
0.09,0.3146
0.091,0.31975
0.092,0.3249
0.093,0.3302
0.094,0.3355
0.095,0.3409
0.096,0.3463
0.097,0.35175
0.098,0.35715
0.099,0.36245
0.1,0.3676
0.101,0.37275
0.102,0.378
0.103,0.3834
0.104,0.3887
0.105,0.39405
0.106,0.3996
0.107,0.40515
0.108,0.4105
0.109,0.4158
0.11,0.421
0.111,0.42615
0.112,0.4313
0.113,0.4366
0.114,0.4421
0.115,0.44755
0.116,0.453
0.117,0.45845
0.118,0.4639
0.119,0.4692
0.12,0.4745
0.121,0.47985
0.122,0.4853
0.123,0.49075
0.124,0.49625
0.125,0.5019
0.126,0.50745
0.127,0.51295
0.128,0.5184
0.129,0.5238
0.13,0.52925
0.131,0.53455
0.132,0.53985
0.133,0.54515
0.134,0.5505
0.135,0.55585
0.136,0.56115
0.137,0.56635
0.138,0.57165
0.139,0.57685
0.14,0.58205
0.141,0.5873
0.142,0.59255
0.143,0.59775
0.144,0.60295
0.145,0.60825
0.146,0.61355
0.147,0.6187
0.148,0.62385
0.149,0.62915
0.15,0.63445
0.151,0.6396
0.152,0.64475
0.153,0.64995
0.154,0.65515
0.155,0.66045
0.156,0.66565
0.157,0.67075
0.158,0.6758
0.159,0.6809
0.16,0.68605
0.161,0.69105
0.162,0.6961
0.163,0.70135
0.164,0.7067
0.165,0.7118
0.166,0.7167
0.167,0.72155
0.168,0.7265
0.169,0.7313
0.17,0.7361
0.171,0.74115
0.172,0.74605
0.173,0.7509
0.174,0.7557
0.175,0.76065
0.176,0.76545
0.177,0.7701
0.178,0.7748
0.179,0.77955
0.18,0.7842
0.181,0.78885
0.182,0.7935
0.183,0.79825
0.184,0.80295
0.185,0.80775
0.186,0.81245
0.187,0.8171
0.188,0.82145
0.189,0.8259
0.19,0.83065
0.191,0.8353
0.192,0.8398
0.193,0.84435
0.194,0.84905
0.195,0.85365
0.196,0.85805
0.197,0.8623
0.198,0.86665
0.199,0.87105
0.2,0.8754
0.201,0.87965
0.202,0.88375
0.203,0.8881
0.204,0.8925
0.205,0.8967
0.206,0.9009
0.207,0.90515
0.208,0.9092
0.209,0.91325
0.21,0.91725
0.211,0.92125
0.212,0.9251
0.213,0.9289
0.214,0.93295
0.215,0.9368
0.216,0.9405
0.217,0.9443
0.218,0.9482
0.219,0.952
0.22,0.9557
0.221,0.95945
0.222,0.9631
0.223,0.96655
0.224,0.9699
0.225,0.97315
0.226,0.97645
0.227,0.9798
0.228,0.98315
0.229,0.98645
0.23,0.98975
0.231,0.9929
0.232,0.996
0.233,0.99925
0.234,1.0024
0.235,1.0053
0.236,1.00805
0.237,1.01075
0.238,1.0134
0.239,1.0161
0.24,1.0188
0.241,1.0215
0.242,1.0242
0.243,1.02685
0.244,1.02935
0.245,1.03145
0.246,1.03365
0.247,1.03595
0.248,1.03815
0.249,1.04025
0.25,1.04235
0.251,1.04445
0.252,1.0465
0.253,1.04855
0.254,1.0505
0.255,1.05215
0.256,1.0535
0.257,1.0549
0.258,1.0563
0.259,1.05775
0.26,1.05925
0.261,1.06055
0.262,1.0619
0.263,1.06325
0.264,1.06445
0.265,1.06535
0.266,1.06595
0.267,1.06665
0.268,1.06725
0.269,1.06785
0.27,1.0685
0.271,1.06905
0.272,1.06965
0.273,1.07025
0.274,1.07075
0.275,1.07095
0.276,1.07095
0.277,1.07105
0.278,1.0711
0.279,1.0711
0.28,1.0711
0.281,1.0711
0.282,1.07105
0.283,1.07105
0.284,1.07105
0.285,1.07105
0.286,1.07105
0.287,1.07105
0.288,1.07105
0.289,1.07105
0.29,1.07105
0.291,1.07105
0.292,1.07105
0.293,1.07105
0.294,1.07105
0.295,1.07105
0.296,1.07105
0.297,1.07105
0.298,1.07105
0.299,1.071
0.3,1.07105
0.301,1.071
0.302,1.071
0.303,1.071
0.304,1.07095
0.305,1.07065
0.306,1.06985
0.307,1.06905
0.308,1.06855
0.309,1.0681
0.31,1.0675
0.311,1.0669
0.312,1.0664
0.313,1.0659
0.314,1.06535
0.315,1.06465
0.316,1.0638
0.317,1.0631
0.318,1.0624
0.319,1.0617
0.32,1.061
0.321,1.0604
0.322,1.0598
0.323,1.05925
0.324,1.05875
0.325,1.0581
0.326,1.05725
0.327,1.0565
0.328,1.0559
0.329,1.0552
0.33,1.05455
0.331,1.05395
0.332,1.05335
0.333,1.0528
0.334,1.05225
0.335,1.0516
0.336,1.0508
0.337,1.05015
0.338,1.0496
0.339,1.04905
0.34,1.04845
0.341,1.0479
0.342,1.04745
0.343,1.04695
0.344,1.04645
0.345,1.0458
0.346,1.04505
0.347,1.0444
0.348,1.0438
0.349,1.04315
0.35,1.0426
0.351,1.0421
0.352,1.04165
0.353,1.04115
0.354,1.04075
0.355,1.0402
0.356,1.03945
0.357,1.0388
0.358,1.03825
0.359,1.0377
0.36,1.03715
0.361,1.03665
0.362,1.03615
0.363,1.0356
0.364,1.03515
0.365,1.03465
0.366,1.03405
0.367,1.0335
0.368,1.0331
0.369,1.0327
0.37,1.03225
0.371,1.0319
0.372,1.03155
0.373,1.03125
0.374,1.031
0.375,1.03065
0.376,1.03005
0.377,1.0296
0.378,1.0293
0.379,1.02895
0.38,1.0285
0.381,1.0281
0.382,1.02775
0.383,1.0275
0.384,1.02725
0.385,1.02695
0.386,1.02655
0.387,1.02625
0.388,1.02605
0.389,1.0259
0.39,1.02575
0.391,1.0257
0.392,1.02565
0.393,1.0256
0.394,1.0256
0.395,1.0255
0.396,1.0253
0.397,1.02515
0.398,1.02505
0.399,1.025
0.4,1.02495
0.401,1.02495
0.402,1.02495
0.403,1.02495
0.404,1.025
0.405,1.0249
0.406,1.02465
0.407,1.02445
0.408,1.0244
0.409,1.02435
0.41,1.0243
0.411,1.0243
0.412,1.0243
0.413,1.0243
0.414,1.0243
0.415,1.02425
0.416,1.024
0.417,1.0238
0.418,1.0237
0.419,1.02365
0.42,1.0236
0.421,1.0236
0.422,1.0236
0.423,1.0236
0.424,1.0236
0.425,1.02355
0.426,1.0233
0.427,1.0231
0.428,1.023
0.429,1.02295
0.43,1.0229
0.431,1.02285
0.432,1.02285
0.433,1.02285
0.434,1.0229
0.435,1.02285
0.436,1.02265
0.437,1.02245
0.438,1.0224
0.439,1.02235
0.44,1.02235
0.441,1.02235
0.442,1.02235
0.443,1.02235
0.444,1.02235
0.445,1.02235
0.446,1.0222
0.447,1.02195
0.448,1.02175
0.449,1.0217
0.45,1.02165
0.451,1.02165
0.452,1.02165
0.453,1.02165
0.454,1.02165
0.455,1.02165
0.456,1.0215
0.457,1.0213
0.458,1.0211
0.459,1.021
0.46,1.02095
0.461,1.0209
0.462,1.0209
0.463,1.02085
0.464,1.02085
0.465,1.02085
0.466,1.02065
0.467,1.0204
0.468,1.0202
0.469,1.02005
0.47,1.02
0.471,1.01995
0.472,1.0199
