0,0,5
0.001,0,5
0.002,0,5
0.003,0,5
0.004,0,5
0.005,0,5
0.006,0,5
0.007,0,5
0.008,5.00E-05,5
0.009,0.00045,5
0.01,0.0013,5
0.011,0.00235,5
0.012,0.00355,5
0.013,0.0049,5
0.014,0.00665,5
0.015,0.00835,5
0.016,0.01035,5
0.017,0.0124,5
0.018,0.0146,5
0.019,0.0171,5
0.02,0.0196,5
0.021,0.02225,5
0.022,0.025,5
0.023,0.02805,5
0.024,0.0312,5
0.025,0.0341,5
0.026,0.0375,5
0.027,0.04075,5
0.028,0.0442,5
0.029,0.04775,5
0.03,0.0514,5
0.031,0.05505,5
0.032,0.0587,5
0.033,0.06255,5
0.034,0.0665,5
0.035,0.07045,5
0.036,0.07475,5
0.037,0.07865,5
0.038,0.0829,5
0.039,0.08735,5
0.04,0.09165,5
0.041,0.096,5
0.042,0.1003,5
0.043,0.1049,5
0.044,0.1094,5
0.045,0.11405,5
0.046,0.1186,5
0.047,0.123,5
0.048,0.1278,5
0.049,0.1325,5
0.05,0.13725,5
0.051,0.142,5
0.052,0.14655,5
0.053,0.1516,5
0.054,0.15615,5
0.055,0.16095,5
0.056,0.16585,5
0.057,0.17065,5
0.058,0.1757,5
0.059,0.18065,5
0.06,0.1855,5
0.061,0.19035,5
0.062,0.19525,5
0.063,0.20025,5
0.064,0.2052,5
0.065,0.21015,5
0.066,0.2152,5
0.067,0.2204,5
0.068,0.2254,5
0.069,0.2304,5
0.07,0.23545,5
0.071,0.24065,5
0.072,0.24575,5
0.073,0.25065,5
0.074,0.2558,5
0.075,0.26105,5
0.076,0.2663,5
0.077,0.2716,5
0.078,0.27695,5
0.079,0.28225,5
0.08,0.2875,5
0.081,0.29265,5
0.082,0.2978,5
0.083,0.30325,5
0.084,0.30855,5
0.085,0.3137,5
0.086,0.3191,5
0.087,0.32445,5
0.088,0.3299,5
0.089,0.33505,5
0.09,0.3402,5
0.091,0.3456,5
0.092,0.3509,5
0.093,0.35625,5
0.094,0.36145,5
0.095,0.3665,5
0.096,0.3719,5
0.097,0.3771,5
0.098,0.3823,5
0.099,0.3875,5
0.1,0.3929,5
0.101,0.3982,5
0.102,0.4031,5
0.103,0.40855,5
0.104,0.4136,5
0.105,0.4188,5
0.106,0.4241,5
0.107,0.4294,5
0.108,0.435,5
0.109,0.4401,5
0.11,0.4455,5
0.111,0.4506,5
0.112,0.4561,5
0.113,0.4612,5
0.114,0.4668,5
0.115,0.472,5
0.116,0.47745,5
0.117,0.4829,5
0.118,0.48825,5
0.119,0.49355,5
0.12,0.4989,5
0.121,0.5042,5
0.122,0.50965,5
0.123,0.5147,5
0.124,0.5203,5
0.125,0.52575,5
0.126,0.5311,5
0.127,0.5365,5
0.128,0.54195,5
0.129,0.5473,5
0.13,0.5526,5
0.131,0.5576,5
0.132,0.5631,5
0.133,0.56845,5
0.134,0.57365,5
0.135,0.5792,5
0.136,0.58455,5
0.137,0.58995,5
0.138,0.5951,5
0.139,0.6005,5
0.14,0.60585,5
0.141,0.6113,5
0.142,0.61675,5
0.143,0.6221,5
0.144,0.62745,5
0.145,0.63305,5
0.146,0.6386,5
0.147,0.6441,5
0.148,0.6497,5
0.149,0.65535,5
0.15,0.66075,5
0.151,0.66625,5
0.152,0.67175,5
0.153,0.6774,5
0.154,0.68315,5
0.155,0.68865,5
0.156,0.6942,5
0.157,0.7,5
0.158,0.7054,5
0.159,0.71105,5
0.16,0.7167,5
0.161,0.7222,5
0.162,0.7278,5
0.163,0.7334,5
0.164,0.7392,5
0.165,0.7449,5
0.166,0.75035,5
0.167,0.75605,5
0.168,0.7617,5
0.169,0.7673,5
0.17,0.7728,5
0.171,0.7784,5
0.172,0.78415,5
0.173,0.79005,5
0.174,0.79565,5
0.175,0.8011,5
0.176,0.8069,5
0.177,0.8126,5
0.178,0.81815,5
0.179,0.8238,5
0.18,0.82985,5
0.181,0.83575,5
0.182,0.8414,5
0.183,0.8472,5
0.184,0.85305,5
0.185,0.85875,5
0.186,0.8645,5
0.187,0.87045,5
0.188,0.8763,5
0.189,0.8819,5
0.19,0.8877,5
0.191,0.89365,5
0.192,0.8995,5
0.193,0.9052,5
0.194,0.9109,5
0.195,0.91665,5
0.196,0.92245,5
0.197,0.92805,5
0.198,0.93365,5
0.199,0.93965,5
0.2,0.9455,5
0.201,0.9509,5
0.202,0.9568,5
0.203,0.9627,5
0.204,0.9681,5
0.205,0.97365,5
0.206,0.97965,5
0.207,0.9854,5
0.208,0.991,5
0.209,0.9968,5
0.21,1.0027,5
0.211,1.00825,5
0.212,1.01385,5
0.213,1.0197,5
0.214,1.0255,5
0.215,1.03115,5
0.216,1.03705,5
0.217,1.0431,5
0.218,1.0489,5
0.219,1.0547,5
0.22,1.0605,5
0.221,1.06615,5
0.222,1.07205,5
0.223,1.0778,5
0.224,1.08365,5
0.225,1.08965,5
0.226,1.09545,5
0.227,1.101,5
0.228,1.10675,5
0.229,1.11245,5
0.23,1.11795,5
0.231,1.1235,5
0.232,1.12925,5
0.233,1.135,5
0.234,1.1406,5
0.235,1.1465,5
0.236,1.1521,5
0.237,1.1577,5
0.238,1.1633,5
0.239,1.1688,5
0.24,1.1746,5
0.241,1.1802,5
0.242,1.186,5
0.243,1.19175,5
0.244,1.19745,5
0.245,1.2031,5
0.246,1.2085,5
0.247,1.2143,5
0.248,1.22,5
0.249,1.22565,5
0.25,1.23135,5
0.251,1.23695,5
0.252,1.24275,5
0.253,1.2486,5
0.254,1.2541,5
0.255,1.2598,5
0.256,1.26555,5
0.257,1.2711,5
0.258,1.2767,5
0.259,1.2822,5
0.26,1.2877,5
0.261,1.2933,5
0.262,1.29895,5
0.263,1.3046,5
0.264,1.31,5
0.265,1.3155,5
0.266,1.32075,5
0.267,1.3263,5
0.268,1.3316,5
0.269,1.33735,5
0.27,1.34265,5
0.271,1.3482,5
0.272,1.3537,5
0.273,1.3592,5
0.274,1.36445,5
0.275,1.36985,5
0.276,1.3753,5
0.277,1.38075,5
0.278,1.3859,5
0.279,1.3917,5
0.28,1.3972,5
0.281,1.40275,5
0.282,1.4081,5
0.283,1.41375,5
0.284,1.41915,5
0.285,1.42455,5
0.286,1.4299,5
0.287,1.43565,5
0.288,1.44105,5
0.289,1.44665,5
0.29,1.45215,5
0.291,1.4578,5
0.292,1.46305,5
0.293,1.4685,5
0.294,1.474,5
0.295,1.47945,5
0.296,1.485,5
0.297,1.49045,5
0.298,1.4958,5
0.299,1.5014,5
0.3,1.5069,5
0.301,1.51225,5
0.302,1.5178,5
0.303,1.5233,5
0.304,1.52875,5
0.305,1.534,5
0.306,1.5395,5
0.307,1.545,5
0.308,1.55055,5
0.309,1.55595,5
0.31,1.5614,5
0.311,1.5672,5
0.312,1.57245,5
0.313,1.57805,5
0.314,1.5837,5
0.315,1.5892,5
0.316,1.5949,5
0.317,1.6004,5
0.318,1.6061,5
0.319,1.6118,5
0.32,1.6174,5
0.321,1.623,5
0.322,1.62865,5
0.323,1.6343,5
0.324,1.6398,5
0.325,1.6454,5
0.326,1.6512,5
0.327,1.657,5
0.328,1.6626,5
0.329,1.6682,5
0.33,1.67365,5
0.331,1.67945,5
0.332,1.68495,5
0.333,1.69035,5
0.334,1.6962,5
0.335,1.70195,5
0.336,1.70735,5
0.337,1.7131,5
0.338,1.71865,5
0.339,1.72395,5
0.34,1.72955,5
0.341,1.73535,5
0.342,1.7411,5
0.343,1.7466,5
0.344,1.75225,5
0.345,1.75805,5
0.346,1.76375,5
0.347,1.76945,5
0.348,1.7752,5
0.349,1.7809,5
0.35,1.78665,5
0.351,1.79245,5
0.352,1.7982,5
0.353,1.804,5
0.354,1.80995,5
0.355,1.8157,5
0.356,1.8213,5
0.357,1.82715,5
0.358,1.83305,5
0.359,1.83875,5
0.36,1.84455,5
0.361,1.85045,5
0.362,1.8564,5
0.363,1.8621,5
0.364,1.86775,5
0.365,1.87365,5
0.366,1.8792,5
0.367,1.8847,5
0.368,1.89065,5
0.369,1.89645,5
0.37,1.9021,5
0.371,1.9079,5
0.372,1.91385,5
0.373,1.9196,5
0.374,1.9253,5
0.375,1.9309,5
0.376,1.9367,5
0.377,1.94265,5
0.378,1.9485,5
0.379,1.9544,5
0.38,1.9605,5
0.381,1.9663,5
0.382,1.9719,5
0.383,1.9778,5
0.384,1.98385,5
0.385,1.9897,5
0.386,1.9954,5
0.387,2.00155,5
0.388,2.0076,5
0.389,2.01345,5
0.39,2.01935,5
0.391,2.02535,5
0.392,2.03105,5
0.393,2.0368,5
0.394,2.04275,5
0.395,2.0486,5
0.396,2.05445,5
0.397,2.06045,5
0.398,2.06615,5
0.399,2.072,5
0.4,2.0777,5
0.401,2.0833,5
0.402,2.0893,5
0.403,2.09515,5
0.404,2.1007,5
0.405,2.10645,5
0.406,2.1125,5
0.407,2.11815,5
0.408,2.12365,5
0.409,2.12945,5
0.41,2.13525,5
0.411,2.14085,5
0.412,2.1465,5
0.413,2.15235,5
0.414,2.158,5
0.415,2.1639,5
0.416,2.16965,5
0.417,2.1755,5
0.418,2.1813,5
0.419,2.18685,5
0.42,2.1927,5
0.421,2.1984,5
0.422,2.2042,5
0.423,2.20995,5
0.424,2.2157,5
0.425,2.2214,5
0.426,2.22695,5
0.427,2.2325,5
0.428,2.238,5
0.429,2.2438,5
0.43,2.2493,5
0.431,2.2546,5
0.432,2.2605,5
0.433,2.2662,5
0.434,2.2716,5
0.435,2.27725,5
0.436,2.2828,5
0.437,2.2883,5
0.438,2.29375,5
0.439,2.2991,5
0.44,2.3049,5
0.441,2.3103,5
0.442,2.3159,5
0.443,2.32135,5
0.444,2.3271,5
0.445,2.3324,5
0.446,2.3378,5
0.447,2.34355,5
0.448,2.3491,5
0.449,2.3548,5
0.45,2.3604,5
0.451,2.366,5
0.452,2.3716,5
0.453,2.37715,5
0.454,2.3828,5
0.455,2.3884,5
0.456,2.3941,5
0.457,2.3996,5
0.458,2.4051,5
0.459,2.4107,5
0.46,2.4163,5
0.461,2.4219,5
0.462,2.4272,5
0.463,2.4329,5
0.464,2.4384,5
0.465,2.4437,5
0.466,2.44935,5
0.467,2.45485,5
0.468,2.4604,5
0.469,2.46585,5
0.47,2.47145,5
0.471,2.4769,5
0.472,2.4824,5
0.473,2.4879,5
0.474,2.49355,5
0.475,2.4989,5
0.476,2.50455,5
0.477,2.51,5
0.478,2.5155,5
0.479,2.52125,5
0.48,2.52685,5
0.481,2.53245,5
0.482,2.53795,5
0.483,2.54345,5
0.484,2.54925,5
