PGAIN,IGAIN,DGAIN,ITAE_Score
111.1111111,0,66.66666667,918.0742527
111.1111111,0,77.77777778,951.1617353
111.1111111,0,88.88888889,991.0098097
111.1111111,0,100,1026.983067
111.1111111,11.11111111,0,1218.954648
111.1111111,11.11111111,11.11111111,1228.957028
111.1111111,11.11111111,22.22222222,1146.666519
111.1111111,11.11111111,33.33333333,1060.960098
111.1111111,11.11111111,44.44444444,990.3189337
111.1111111,11.11111111,55.55555556,950.4868532
111.1111111,11.11111111,66.66666667,976.4455034
111.1111111,11.11111111,77.77777778,1007.43886
111.1111111,11.11111111,88.88888889,1042.830069
111.1111111,11.11111111,100,1081.506775
111.1111111,22.22222222,0,1413.61406
111.1111111,22.22222222,11.11111111,1460.579545
111.1111111,22.22222222,22.22222222,1444.731398
111.1111111,22.22222222,33.33333333,1402.13371
111.1111111,22.22222222,44.44444444,1307.465813
111.1111111,22.22222222,55.55555556,1200.401918
111.1111111,22.22222222,66.66666667,1067.888993
111.1111111,22.22222222,77.77777778,1047.460404
111.1111111,22.22222222,88.88888889,1073.941427
111.1111111,22.22222222,100,1109.21188
111.1111111,33.33333333,0,1495.752662
111.1111111,33.33333333,11.11111111,1538.187945
111.1111111,33.33333333,22.22222222,1573.114953
111.1111111,33.33333333,33.33333333,1555.591153
111.1111111,33.33333333,44.44444444,1538.656786
111.1111111,33.33333333,55.55555556,1445.472435
111.1111111,33.33333333,66.66666667,1342.549681
111.1111111,33.33333333,77.77777778,1211.863792
111.1111111,33.33333333,88.88888889,1169.708754
111.1111111,33.33333333,100,1145.550078
111.1111111,44.44444444,0,1538.998261
111.1111111,44.44444444,11.11111111,1579.676071
111.1111111,44.44444444,22.22222222,1627.106058
111.1111111,44.44444444,33.33333333,1645.074627
111.1111111,44.44444444,44.44444444,1628.846591
111.1111111,44.44444444,55.55555556,1616.967578
111.1111111,44.44444444,66.66666667,1534.355678
111.1111111,44.44444444,77.77777778,1430.977679
111.1111111,44.44444444,88.88888889,1325.069545
111.1111111,44.44444444,100,1311.803341
111.1111111,55.55555556,0,1575.175552
111.1111111,55.55555556,11.11111111,1615.054843
111.1111111,55.55555556,22.22222222,1660.18922
111.1111111,55.55555556,33.33333333,1712.453278
111.1111111,55.55555556,44.44444444,1701.463274
111.1111111,55.55555556,55.55555556,1682.902676
111.1111111,55.55555556,66.66666667,1663.427018
111.1111111,55.55555556,77.77777778,1644.274007
111.1111111,55.55555556,88.88888889,1624.242328
111.1111111,55.55555556,100,1603.876804
111.1111111,66.66666667,0,1615.281019
111.1111111,66.66666667,11.11111111,1654.127218
111.1111111,66.66666667,22.22222222,1697.424959
111.1111111,66.66666667,33.33333333,1745.842176
111.1111111,66.66666667,44.44444444,1767.741705
111.1111111,66.66666667,55.55555556,1751.021167
111.1111111,66.66666667,66.66666667,1734.056484
111.1111111,66.66666667,77.77777778,1716.082863
111.1111111,66.66666667,88.88888889,1697.225567
111.1111111,66.66666667,100,1678.291008
111.1111111,77.77777778,0,1658.873333
111.1111111,77.77777778,11.11111111,1688.603168
111.1111111,77.77777778,22.22222222,1732.999944
111.1111111,77.77777778,33.33333333,1778.400116
111.1111111,77.77777778,44.44444444,1831.704968
111.1111111,77.77777778,55.55555556,1809.003163
111.1111111,77.77777778,66.66666667,1786.766166
111.1111111,77.77777778,77.77777778,1772.138363
111.1111111,77.77777778,88.88888889,1757.268906
111.1111111,77.77777778,100,1741.324594
111.1111111,88.88888889,0,1784.576867
111.1111111,88.88888889,11.11111111,1824.556327
111.1111111,88.88888889,22.22222222,1852.512108
111.1111111,88.88888889,33.33333333,1901.169378
111.1111111,88.88888889,44.44444444,1967.1881
111.1111111,88.88888889,55.55555556,1935.993766
111.1111111,88.88888889,66.66666667,1898.823123
111.1111111,88.88888889,77.77777778,1878.891517
111.1111111,88.88888889,88.88888889,1860.572644
111.1111111,88.88888889,100,1841.712849
111.1111111,100,0,1933.028244
111.1111111,100,11.11111111,1968.737147
111.1111111,100,22.22222222,2019.287882
111.1111111,100,33.33333333,2072.527227
111.1111111,100,44.44444444,2128.466623
111.1111111,100,55.55555556,2092.810821
111.1111111,100,66.66666667,2049.833494
111.1111111,100,77.77777778,2010.065483
111.1111111,100,88.88888889,1975.840678
111.1111111,100,100,1947.154053
222.2222222,0,0,819.5860373
222.2222222,0,11.11111111,824.2164665
222.2222222,0,22.22222222,830.1155289
222.2222222,0,33.33333333,837.1852028
222.2222222,0,44.44444444,845.4193396
222.2222222,0,55.55555556,854.8117905
222.2222222,0,66.66666667,860.5766788
222.2222222,0,77.77777778,865.8381397
222.2222222,0,88.88888889,872.8730769
222.2222222,0,100,881.6695545
222.2222222,11.11111111,0,1038.857811
222.2222222,11.11111111,11.11111111,1036.588436
222.2222222,11.11111111,22.22222222,1007.513752
222.2222222,11.11111111,33.33333333,979.081316
222.2222222,11.11111111,44.44444444,951.648171
222.2222222,11.11111111,55.55555556,927.4536593
222.2222222,11.11111111,66.66666667,903.6824447
222.2222222,11.11111111,77.77777778,900.2750134
222.2222222,11.11111111,88.88888889,910.393128
222.2222222,11.11111111,100,921.6600659
222.2222222,22.22222222,0,1218.92453
222.2222222,22.22222222,11.11111111,1235.154264
222.2222222,22.22222222,22.22222222,1228.606086
222.2222222,22.22222222,33.33333333,1193.074356
222.2222222,22.22222222,44.44444444,1145.695396
222.2222222,22.22222222,55.55555556,1098.094231
222.2222222,22.22222222,66.66666667,1060.558898
222.2222222,22.22222222,77.77777778,1023.558467
222.2222222,22.22222222,88.88888889,989.3267252
222.2222222,22.22222222,100,960.3414363
222.2222222,33.33333333,0,1341.014235
222.2222222,33.33333333,11.11111111,1366.405655
222.2222222,33.33333333,22.22222222,1369.159817
222.2222222,33.33333333,33.33333333,1360.948046
222.2222222,33.33333333,44.44444444,1346.939497
222.2222222,33.33333333,55.55555556,1299.072262
222.2222222,33.33333333,66.66666667,1248.50104
222.2222222,33.33333333,77.77777778,1194.673558
222.2222222,33.33333333,88.88888889,1138.466568
222.2222222,33.33333333,100,1078.221313
222.2222222,44.44444444,0,1413.570427
222.2222222,44.44444444,11.11111111,1437.011161
222.2222222,44.44444444,22.22222222,1461.411935
222.2222222,44.44444444,33.33333333,1453.522163
222.2222222,44.44444444,44.44444444,1445.030977
222.2222222,44.44444444,55.55555556,1434.385532
222.2222222,44.44444444,66.66666667,1401.199677
222.2222222,44.44444444,77.77777778,1355.415018
222.2222222,44.44444444,88.88888889,1306.543999
222.2222222,44.44444444,100,1255.010054
222.2222222,55.55555556,0,1460.583517
222.2222222,55.55555556,11.11111111,1482.356941
222.2222222,55.55555556,22.22222222,1505.686004
222.2222222,55.55555556,33.33333333,1523.658977
222.2222222,55.55555556,44.44444444,1514.974955
222.2222222,55.55555556,55.55555556,1505.481122
222.2222222,55.55555556,66.66666667,1496.559698
222.2222222,55.55555556,77.77777778,1475.931641
222.2222222,55.55555556,88.88888889,1430.091303
222.2222222,55.55555556,100,1383.294825
222.2222222,66.66666667,0,1495.698071
222.2222222,66.66666667,11.11111111,1516.376586
222.2222222,66.66666667,22.22222222,1538.470013
222.2222222,66.66666667,33.33333333,1562.657581
222.2222222,66.66666667,44.44444444,1573.089903
222.2222222,66.66666667,55.55555556,1564.081879
222.2222222,66.66666667,66.66666667,1555.128277
222.2222222,66.66666667,77.77777778,1546.799275
222.2222222,66.66666667,88.88888889,1538.775567
222.2222222,66.66666667,100,1492.811604
222.2222222,77.77777778,0,1523.58529
222.2222222,77.77777778,11.11111111,1542.984882
222.2222222,77.77777778,22.22222222,1564.043706
222.2222222,77.77777778,33.33333333,1587.450081
222.2222222,77.77777778,44.44444444,1613.037953
222.2222222,77.77777778,55.55555556,1615.12715
222.2222222,77.77777778,66.66666667,1606.168962
222.2222222,77.77777778,77.77777778,1597.356742
222.2222222,77.77777778,88.88888889,1589.219834
222.2222222,77.77777778,100,1582.917278
222.2222222,88.88888889,0,1538.927855
222.2222222,88.88888889,11.11111111,1558.386656
222.2222222,88.88888889,22.22222222,1579.520687
222.2222222,88.88888889,33.33333333,1602.596181
222.2222222,88.88888889,44.44444444,1627.512261
222.2222222,88.88888889,55.55555556,1653.778314
222.2222222,88.88888889,66.66666667,1645.386153
222.2222222,88.88888889,77.77777778,1637.143301
222.2222222,88.88888889,88.88888889,1629.371119
222.2222222,88.88888889,100,1622.007849
222.2222222,100,0,1555.668313
222.2222222,100,11.11111111,1575.378768
222.2222222,100,22.22222222,1596.300596
222.2222222,100,33.33333333,1618.738145
222.2222222,100,44.44444444,1642.904994
222.2222222,100,55.55555556,1669.013143
222.2222222,100,66.66666667,1682.89722
222.2222222,100,77.77777778,1674.34213
222.2222222,100,88.88888889,1666.120671
222.2222222,100,100,1658.034287
333.3333333,0,0,819.5860488
333.3333333,0,11.11111111,822.3775659
333.3333333,0,22.22222222,826.2216064
333.3333333,0,33.33333333,830.2010992
333.3333333,0,44.44444444,834.5674862
333.3333333,0,55.55555556,839.955456
333.3333333,0,66.66666667,845.4968241
333.3333333,0,77.77777778,851.4234128
333.3333333,0,88.88888889,858.0333576
333.3333333,0,100,860.5431963
333.3333333,11.11111111,0,972.9559327
333.3333333,11.11111111,11.11111111,968.4690568
333.3333333,11.11111111,22.22222222,952.0467928
333.3333333,11.11111111,33.33333333,935.5171576
333.3333333,11.11111111,44.44444444,919.280603
333.3333333,11.11111111,55.55555556,905.0374924
333.3333333,11.11111111,66.66666667,891.4178704
333.3333333,11.11111111,77.77777778,877.6789157
333.3333333,11.11111111,88.88888889,878.3185683
333.3333333,11.11111111,100,883.8670702
333.3333333,22.22222222,0,1101.14662
333.3333333,22.22222222,11.11111111,1108.838532
333.3333333,22.22222222,22.22222222,1101.288022
333.3333333,22.22222222,33.33333333,1078.639893
333.3333333,22.22222222,44.44444444,1057.122635
333.3333333,22.22222222,55.55555556,1035.572253
333.3333333,22.22222222,66.66666667,1014.476551
333.3333333,22.22222222,77.77777778,993.344829
333.3333333,22.22222222,88.88888889,973.3228116
333.3333333,22.22222222,100,955.5592542
333.3333333,33.33333333,0,1218.914466
333.3333333,33.33333333,11.11111111,1236.943386
333.3333333,33.33333333,22.22222222,1234.033149
333.3333333,33.33333333,33.33333333,1229.018164
333.3333333,33.33333333,44.44444444,1208.238006
333.3333333,33.33333333,55.55555556,1177.539235
333.3333333,33.33333333,66.66666667,1145.745674
333.3333333,33.33333333,77.77777778,1113.11235
333.3333333,33.33333333,88.88888889,1085.391301
333.3333333,33.33333333,100,1060.188227
333.3333333,44.44444444,0,1307.297137
333.3333333,44.44444444,11.11111111,1324.805379
333.3333333,44.44444444,22.22222222,1333.446296
333.3333333,44.44444444,33.33333333,1329.55203
333.3333333,44.44444444,44.44444444,1323.894615
333.3333333,44.44444444,55.55555556,1316.9918
333.3333333,44.44444444,66.66666667,1285.613011
333.3333333,44.44444444,77.77777778,1253.447958
333.3333333,44.44444444,88.88888889,1220.67891
333.3333333,44.44444444,100,1185.789681
333.3333333,55.55555556,0,1369.330673
333.3333333,55.55555556,11.11111111,1385.929689
333.3333333,55.55555556,22.22222222,1402.506075
333.3333333,55.55555556,33.33333333,1404.10301
333.3333333,55.55555556,44.44444444,1398.51915
333.3333333,55.55555556,55.55555556,1393.129833
333.3333333,55.55555556,66.66666667,1386.214583
333.3333333,55.55555556,77.77777778,1369.462035
333.3333333,55.55555556,88.88888889,1339.55152
333.3333333,55.55555556,100,1308.138738
333.3333333,66.66666667,0,1413.55588
333.3333333,66.66666667,11.11111111,1428.827609
333.3333333,66.66666667,22.22222222,1445.146833
333.3333333,66.66666667,33.33333333,1461.334906
333.3333333,66.66666667,44.44444444,1456.353235
333.3333333,66.66666667,55.55555556,1450.544213
333.3333333,66.66666667,66.66666667,1444.658089
333.3333333,66.66666667,77.77777778,1438.40387
333.3333333,66.66666667,88.88888889,1430.722263
333.3333333,66.66666667,100,1401.654177
333.3333333,77.77777778,0,1446.569405
333.3333333,77.77777778,11.11111111,1461.06306
333.3333333,77.77777778,22.22222222,1476.396322
333.3333333,77.77777778,33.33333333,1492.586646
333.3333333,77.77777778,44.44444444,1504.970322
333.3333333,77.77777778,55.55555556,1498.823087
333.3333333,77.77777778,66.66666667,1493.447971
333.3333333,77.77777778,77.77777778,1486.897077
333.3333333,77.77777778,88.88888889,1480.769354
333.3333333,77.77777778,100,1473.809267
333.3333333,88.88888889,0,1473.281119
333.3333333,88.88888889,11.11111111,1487.154285
333.3333333,88.88888889,22.22222222,1502.325985
333.3333333,88.88888889,33.33333333,1517.448161
333.3333333,88.88888889,44.44444444,1533.811836
333.3333333,88.88888889,55.55555556,1541.227393
333.3333333,88.88888889,66.66666667,1535.419228
333.3333333,88.88888889,77.77777778,1529.657621
333.3333333,88.88888889,88.88888889,1523.62271
333.3333333,88.88888889,100,1517.467175
333.3333333,100,0,1495.67946
333.3333333,100,11.11111111,1509.039142
333.3333333,100,22.22222222,1523.315031
333.3333333,100,33.33333333,1538.47631
333.3333333,100,44.44444444,1554.420891
333.3333333,100,55.55555556,1571.499797
333.3333333,100,66.66666667,1573.247126
333.3333333,100,77.77777778,1567.028697
333.3333333,100,88.88888889,1561.598662
333.3333333,100,100,1555.17663
444.4444444,0,0,819.7053321
444.4444444,0,11.11111111,821.6545129
444.4444444,0,22.22222222,824.2573298
444.4444444,0,33.33333333,826.9553709
444.4444444,0,44.44444444,830.1438784
444.4444444,0,55.55555556,833.4299663
444.4444444,0,66.66666667,837.2010899
444.4444444,0,77.77777778,841.0721504
444.4444444,0,88.88888889,845.4228158
444.4444444,0,100,849.8757744
444.4444444,11.11111111,0,937.0492585
444.4444444,11.11111111,11.11111111,933.0885721
444.4444444,11.11111111,22.22222222,921.4699526
444.4444444,11.11111111,33.33333333,910.4139062
444.4444444,11.11111111,44.44444444,898.9746329
444.4444444,11.11111111,55.55555556,889.4308822
444.4444444,11.11111111,66.66666667,879.6415957
444.4444444,11.11111111,77.77777778,870.0929729
444.4444444,11.11111111,88.88888889,863.7554127
444.4444444,11.11111111,100,867.075006
444.4444444,22.22222222,0,1039.110553
444.4444444,22.22222222,11.11111111,1045.784427
444.4444444,22.22222222,22.22222222,1037.291683
444.4444444,22.22222222,33.33333333,1021.719883
444.4444444,22.22222222,44.44444444,1008.323932
444.4444444,22.22222222,55.55555556,993.4732628
444.4444444,22.22222222,66.66666667,979.2417659
444.4444444,22.22222222,77.77777778,964.8780603
444.4444444,22.22222222,88.88888889,951.3195322
444.4444444,22.22222222,100,939.1407296
444.4444444,33.33333333,0,1132.825614
444.4444444,33.33333333,11.11111111,1143.517715
444.4444444,33.33333333,22.22222222,1141.871134
444.4444444,33.33333333,33.33333333,1135.773943
444.4444444,33.33333333,44.44444444,1115.15003
444.4444444,33.33333333,55.55555556,1096.600907
444.4444444,33.33333333,66.66666667,1079.225937
444.4444444,33.33333333,77.77777778,1062.800997
444.4444444,33.33333333,88.88888889,1045.431878
444.4444444,33.33333333,100,1029.430959
444.4444444,44.44444444,0,1218.881846
444.4444444,44.44444444,11.11111111,1232.938465
444.4444444,44.44444444,22.22222222,1235.743244
444.4444444,44.44444444,33.33333333,1232.994966
444.4444444,44.44444444,44.44444444,1228.7695
444.4444444,44.44444444,55.55555556,1215.480693
444.4444444,44.44444444,66.66666667,1192.341997
444.4444444,44.44444444,77.77777778,1169.623066
444.4444444,44.44444444,88.88888889,1145.516993
444.4444444,44.44444444,100,1120.951064
444.4444444,55.55555556,0,1288.085709
444.4444444,55.55555556,11.11111111,1302.036069
444.4444444,55.55555556,22.22222222,1313.350873
444.4444444,55.55555556,33.33333333,1310.641277
444.4444444,55.55555556,44.44444444,1307.329489
444.4444444,55.55555556,55.55555556,1303.272405
444.4444444,55.55555556,66.66666667,1297.792548
444.4444444,55.55555556,77.77777778,1277.408379
444.4444444,55.55555556,88.88888889,1253.89898
444.4444444,55.55555556,100,1229.358229
444.4444444,66.66666667,0,1341.243663
444.4444444,66.66666667,11.11111111,1354.115133
444.4444444,66.66666667,22.22222222,1366.561023
444.4444444,66.66666667,33.33333333,1372.775701
444.4444444,66.66666667,44.44444444,1368.726035
444.4444444,66.66666667,55.55555556,1365.480939
444.4444444,66.66666667,66.66666667,1361.281031
444.4444444,66.66666667,77.77777778,1356.368598
444.4444444,66.66666667,88.88888889,1347.336951
444.4444444,66.66666667,100,1322.627868
444.4444444,77.77777778,0,1381.734461
444.4444444,77.77777778,11.11111111,1394.049612
444.4444444,77.77777778,22.22222222,1406.591155
444.4444444,77.77777778,33.33333333,1418.67317
444.4444444,77.77777778,44.44444444,1419.895559
444.4444444,77.77777778,55.55555556,1415.688784
444.4444444,77.77777778,66.66666667,1412.032704
444.4444444,77.77777778,77.77777778,1407.131784
444.4444444,77.77777778,88.88888889,1402.573329
444.4444444,77.77777778,100,1396.611766
444.4444444,88.88888889,0,1413.477118
444.4444444,88.88888889,11.11111111,1425.144094
444.4444444,88.88888889,22.22222222,1436.952834
444.4444444,88.88888889,33.33333333,1449.074248
444.4444444,88.88888889,44.44444444,1461.61092
444.4444444,88.88888889,55.55555556,1458.211014
444.4444444,88.88888889,66.66666667,1453.850309
444.4444444,88.88888889,77.77777778,1449.333301
444.4444444,88.88888889,88.88888889,1444.513473
444.4444444,88.88888889,100,1440.28976
444.4444444,100,0,1438.783411
444.4444444,100,11.11111111,1450.25001
444.4444444,100,22.22222222,1461.852217
444.4444444,100,33.33333333,1473.337086
444.4444444,100,44.44444444,1485.369643
444.4444444,100,55.55555556,1494.765084
444.4444444,100,66.66666667,1490.630231
444.4444444,100,77.77777778,1486.249402
444.4444444,100,88.88888889,1482.03953
444.4444444,100,100,1477.42945
555.5555556,0,0,819.7014628
555.5555556,0,11.11111111,821.2555371
555.5555556,0,22.22222222,823.1964268
555.5555556,0,33.33333333,825.3257852
555.5555556,0,44.44444444,827.6432188
555.5555556,0,55.55555556,830.1483341
555.5555556,0,66.66666667,832.8407375
555.5555556,0,77.77777778,835.7200357
555.5555556,0,88.88888889,838.7858349
555.5555556,0,100,842.0377418
555.5555556,11.11111111,0,914.9416682
555.5555556,11.11111111,11.11111111,910.5703897
555.5555556,11.11111111,22.22222222,902.402347
555.5555556,11.11111111,33.33333333,893.6236767
555.5555556,11.11111111,44.44444444,885.2324237
555.5555556,11.11111111,55.55555556,878.1753173
555.5555556,11.11111111,66.66666667,870.7168499
555.5555556,11.11111111,77.77777778,863.7678583
555.5555556,11.11111111,88.88888889,856.2886754
555.5555556,11.11111111,100,857.5762623
555.5555556,22.22222222,0,1000.428138
555.5555556,22.22222222,11.11111111,1004.97538
555.5555556,22.22222222,22.22222222,996.3221331
555.5555556,22.22222222,33.33333333,985.770969
555.5555556,22.22222222,44.44444444,974.6822208
555.5555556,22.22222222,55.55555556,964.389128
555.5555556,22.22222222,66.66666667,954.071616
555.5555556,22.22222222,77.77777778,943.3924635
555.5555556,22.22222222,88.88888889,933.6064534
555.5555556,22.22222222,100,924.6777301
555.5555556,33.33333333,0,1074.740094
555.5555556,33.33333333,11.11111111,1083.209518
555.5555556,33.33333333,22.22222222,1083.346932
555.5555556,33.33333333,33.33333333,1075.625791
555.5555556,33.33333333,44.44444444,1062.984145
555.5555556,33.33333333,55.55555556,1050.608034
555.5555556,33.33333333,66.66666667,1038.360049
555.5555556,33.33333333,77.77777778,1025.627095
555.5555556,33.33333333,88.88888889,1013.339352
555.5555556,33.33333333,100,1001.364159
555.5555556,44.44444444,0,1151.798641
555.5555556,44.44444444,11.11111111,1162.392091
555.5555556,44.44444444,22.22222222,1162.855019
555.5555556,44.44444444,33.33333333,1160.950555
555.5555556,44.44444444,44.44444444,1157.369339
555.5555556,44.44444444,55.55555556,1139.930892
555.5555556,44.44444444,66.66666667,1122.962279
555.5555556,44.44444444,77.77777778,1106.490037
555.5555556,44.44444444,88.88888889,1092.176061
555.5555556,44.44444444,100,1078.044213
555.5555556,55.55555556,0,1218.741483
555.5555556,55.55555556,11.11111111,1230.110915
555.5555556,55.55555556,22.22222222,1236.393447
555.5555556,55.55555556,33.33333333,1235.009343
555.5555556,55.55555556,44.44444444,1231.797792
555.5555556,55.55555556,55.55555556,1228.855727
555.5555556,55.55555556,66.66666667,1220.089222
555.5555556,55.55555556,77.77777778,1201.916799
555.5555556,55.55555556,88.88888889,1182.723926
555.5555556,55.55555556,100,1164.848108
555.5555556,66.66666667,0,1275.664734
555.5555556,66.66666667,11.11111111,1286.646491
555.5555556,66.66666667,22.22222222,1297.14683
555.5555556,66.66666667,33.33333333,1297.56411
555.5555556,66.66666667,44.44444444,1295.654508
555.5555556,66.66666667,55.55555556,1293.239862
555.5555556,66.66666667,66.66666667,1289.527658
555.5555556,66.66666667,77.77777778,1285.501883
555.5555556,66.66666667,88.88888889,1270.849781
555.5555556,66.66666667,100,1252.019727
555.5555556,77.77777778,0,1321.739591
555.5555556,77.77777778,11.11111111,1332.353146
555.5555556,77.77777778,22.22222222,1342.780052
555.5555556,77.77777778,33.33333333,1351.192209
555.5555556,77.77777778,44.44444444,1348.484635
555.5555556,77.77777778,55.55555556,1346.091024
555.5555556,77.77777778,66.66666667,1342.501403
555.5555556,77.77777778,77.77777778,1339.508864
555.5555556,77.77777778,88.88888889,1335.168917
555.5555556,77.77777778,100,1328.770051
555.5555556,88.88888889,0,1358.859822
555.5555556,88.88888889,11.11111111,1368.922739
555.5555556,88.88888889,22.22222222,1378.837929
555.5555556,88.88888889,33.33333333,1389.011461
555.5555556,88.88888889,44.44444444,1393.347062
555.5555556,88.88888889,55.55555556,1390.644939
555.5555556,88.88888889,66.66666667,1387.106682
555.5555556,88.88888889,77.77777778,1384.412008
555.5555556,88.88888889,88.88888889,1381.052135
555.5555556,88.88888889,100,1376.777999
555.5555556,100,0,1388.549772
555.5555556,100,11.11111111,1398.28435
555.5555556,100,22.22222222,1408.049441
555.5555556,100,33.33333333,1418.038138
555.5555556,100,44.44444444,1427.892741
555.5555556,100,55.55555556,1428.530443
555.5555556,100,66.66666667,1425.187157
555.5555556,100,77.77777778,1422.630556
555.5555556,100,88.88888889,1419.063758
555.5555556,100,100,1415.212318
666.6666667,0,0,819.7260558
666.6666667,0,11.11111111,821.1027811
666.6666667,0,22.22222222,822.5029032
666.6666667,0,33.33333333,824.2550821
666.6666667,0,44.44444444,826.2154969
666.6666667,0,55.55555556,828.0308355
666.6666667,0,66.66666667,830.1658842
666.6666667,0,77.77777778,832.50293
666.6666667,0,88.88888889,834.7313192
666.6666667,0,100,837.2472367
666.6666667,11.11111111,0,899.7376114
666.6666667,11.11111111,11.11111111,896.2749955
666.6666667,11.11111111,22.22222222,888.9180998
666.6666667,11.11111111,33.33333333,882.1452101
666.6666667,11.11111111,44.44444444,876.212175
666.6666667,11.11111111,55.55555556,869.7054507
666.6666667,11.11111111,66.66666667,864.1317278
666.6666667,11.11111111,77.77777778,858.4368716
666.6666667,11.11111111,88.88888889,852.2552209
666.6666667,11.11111111,100,851.0213951
666.6666667,22.22222222,0,973.2163935
666.6666667,22.22222222,11.11111111,976.7574067
666.6666667,22.22222222,22.22222222,968.6121464
666.6666667,22.22222222,33.33333333,960.25344
666.6666667,22.22222222,44.44444444,951.9867033
666.6666667,22.22222222,55.55555556,943.2587108
666.6666667,22.22222222,66.66666667,935.2793083
666.6666667,22.22222222,77.77777778,927.214354
666.6666667,22.22222222,88.88888889,918.9302186
666.6666667,22.22222222,100,911.920745
666.6666667,33.33333333,0,1039.204627
666.6666667,33.33333333,11.11111111,1045.121088
666.6666667,33.33333333,22.22222222,1045.466602
666.6666667,33.33333333,33.33333333,1036.562835
666.6666667,33.33333333,44.44444444,1026.907367
666.6666667,33.33333333,55.55555556,1017.072383
666.6666667,33.33333333,66.66666667,1008.061701
666.6666667,33.33333333,77.77777778,998.2744352
666.6666667,33.33333333,88.88888889,988.2895628
666.6666667,33.33333333,100,979.2667182
666.6666667,44.44444444,0,1101.504092
